Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
sorceryArmor_ShirtDesc,items,Clothes,,,"[d1d1d1][I]Equipped item values[/I][-]:\n• Maximum Spirit is increased by [ae92d5]{cvar($shirt_spiritMax:0)}[-]\n• Spirit Regeneration is increased by [ae92d5]{cvar($shirt_spiritRegen:0.00)}[-]\n• All Essence Find is increased by [ae92d5]{cvar(.shirt_essenceFireHarvest:0)}%[-]\n• All Sorcery Damage is increased by [ae92d5]{cvar(.shirt_sorceryDamage:0)}%[-]\n[ae92d5]ARCANE ARMOR SET[-]: Wearing [ae92d5]{cvar(.ArcaneArmorSetPieces:0)}[-] of 10 set pieces. Completing this set unleashes its full potential.\n\n[d1d1d1][I]This rune-etched armor binds to its master, growing in power when worn in unison...[/I][-]",,,,,,,,,,,,,,
sorceryArmor_Gloves,items,Clothes,,,"[ae92d5]Arcane[-] Sorcerer Gloves",,,,,,,,,,,,,,
sorceryArmor_GlovesDesc,items,Clothes,,,"[d1d1d1][I]Equipped item values[/I][-]:\n• Maximum Spirit is increased by [ae92d5]{cvar($gloves_spiritMax:0)}[-]\n• Spirit Regeneration is increased by [ae92d5]{cvar($gloves_spiritRegen:0.00)}[-]\n• All Essence Find is increased by [ae92d5]{cvar(.gloves_essenceFireHarvest:0)}%[-]\n• All Sorcery Damage is increased by [ae92d5]{cvar(.gloves_sorceryDamage:0)}%[-]\n[ae92d5]ARCANE ARMOR SET[-]: Wearing [ae92d5]{cvar(.ArcaneArmorSetPieces:0)}[-] of 10 set pieces. Completing this set unleashes its full potential.\n\n[d1d1d1][I]This rune-etched armor binds to its master, growing in power when worn in unison...[/I][-]",,,,,,,,,,,,,,
sorceryArmor_Leg,items,Clothes,,,"[ae92d5]Arcane[-] Sorcerer Leg",,,,,,,,,,,,,,
sorceryArmor_LegDesc,items,Clothes,,,"[d1d1d1][I]Equipped item values[/I][-]:\n• Maximum Spirit is increased by [ae92d5]{cvar($leg_spiritMax:0)}[-]\n• Spirit Regeneration is increased by [ae92d5]{cvar($leg_spiritRegen:0.00)}[-]\n• All Essence Find is increased by [ae92d5]{cvar(.leg_essenceFireHarvest:0)}%[-]\n• All Sorcery Damage is increased by [ae92d5]{cvar(.leg_sorceryDamage:0)}%[-]\n[ae92d5]ARCANE ARMOR SET[-]: Wearing [ae92d5]{cvar(.ArcaneArmorSetPieces:0)}[-] of 10 set pieces. Completing this set unleashes its full potential.\n\n[d1d1d1][I]This rune-etched armor binds to its master, growing in power when worn in unison...[/I][-]",,,,,,,,,,,,,,
sorceryArmor_Pants,items,Clothes,,,"[ae92d5]Arcane[-] Sorcerer Pants",,,,,,,,,,,,,,
sorceryArmor_PantsDesc,items,Clothes,,,"[d1d1d1][I]Equipped item values[/I][-]:\n• Maximum Spirit is increased by [ae92d5]{cvar($pants_spiritMax:0)}[-]\n• Spirit Regeneration is increased by [ae92d5]{cvar($pants_spiritRegen:0.00)}[-]\n• All Essence Find is increased by [ae92d5]{cvar(.pants_essenceFireHarvest:0)}%[-]\n• All Sorcery Damage is increased by [ae92d5]{cvar(.pants_sorceryDamage:0)}%[-]\n[ae92d5]ARCANE ARMOR SET[-]: Wearing [ae92d5]{cvar(.ArcaneArmorSetPieces:0)}[-] of 10 set pieces. Completing this set unleashes its full potential.\n\n[d1d1d1][I]This rune-etched armor binds to its master, growing in power when worn in unison...[/I][-]",,,,,,,,,,,,,,
sorceryArmor_Boots,items,Clothes,,,"[ae92d5]Arcane[-] Sorcerer Boots",,,,,,,,,,,,,,
sorceryArmor_BootsDesc,items,Clothes,,,"[d1d1d1][I]Equipped item values[/I][-]:\n• Maximum Spirit is increased by [ae92d5]{cvar($boots_spiritMax:0)}[-]\n• Spirit Regeneration is increased by [ae92d5]{cvar($boots_spiritRegen:0.00)}[-]\n• All Essence Find is increased by [ae92d5]{cvar(.boots_essenceFireHarvest:0)}%[-]\n• All Sorcery Damage is increased by [ae92d5]{cvar(.boots_sorceryDamage:0)}%[-]\n[ae92d5]ARCANE ARMOR SET[-]: Wearing [ae92d5]{cvar(.ArcaneArmorSetPieces:0)}[-] of 10 set pieces. Completing this set unleashes its full potential.\n\n[d1d1d1][I]This rune-etched armor binds to its master, growing in power when worn in unison...[/I][-]",,,,,,,,,,,,,,
sorceryAccessoryFire_Shades,items,Clothes,,,"[970000]Fire[-] Sorcerer Shades",,,,,,,,,,,,,,
sorceryAccessoryFire_ShadesDesc,items,Clothes,,,"[d1d1d1][I]Equipped item values[/I][-]:\n• Maximum Spirit is increased by [ae92d5]{cvar($eyes_spiritMax:0)}[-]\n• Spirit Regeneration is increased by [ae92d5]{cvar($eyes_spiritRegen:0.00)}[-]\n• Fire Essence Find is increased by [ae92d5]{cvar(.eyes_essenceFireHarvest:0)}%[-]\n• Fire Sorcery Damage is increased by [ae92d5]{cvar(.eyes_sorceryFireDamage:0)}%[-]\n[970000]FIRE ARMOR SET[-]: Wearing [ae92d5]{cvar(.FireArmorSetPieces:0)}[-] of 10 set pieces. Completing this set unleashes its full potential.\n\n[d1d1d1][I]This rune-etched armor binds to its master, growing in power when worn in unison...[/I][-]",,,,,,,,,,,,,,
sorceryArmorFire_Hood,items,Clothes,,,"[970000]Fire[-] Sorcerer Hood",,,,,,,,,,,,,,
sorceryArmorFire_HoodDesc,items,Clothes,,,"[d1d1d1][I]Equipped item values[/I][-]:\n• Maximum Spirit is increased by [ae92d5]{cvar($head_spiritMax:0)}[-]\n• Spirit Regeneration is increased by [ae92d5]{cvar($head_spiritRegen:0.00)}[-]\n• Fire Essence Find is increased by [ae92d5]{cvar(.head_essenceFireHarvest:0)}%[-]\n• Fire Sorcery Damage is increased by [ae92d5]{cvar(.head_sorceryFireDamage:0)}%[-]\n[970000]FIRE ARMOR SET[-]: Wearing [ae92d5]{cvar(.FireArmorSetPieces:0)}[-] of 10 set pieces. Completing this set unleashes its full potential.\n\n[d1d1d1][I]This rune-etched armor binds to its master, growing in power when worn in unison...[/I][-]",,,,,,,,,,,,,,
sorceryArmorFire_Bandana,items,Clothes,,,"[970000]Fire[-] Sorcerer Bandana",,,,,,,,,,,,,,
sorceryArmorFire_BandanaDesc,items,Clothes,,,"[d1d1d1][I]Equipped item values[/I][-]:\n• Maximum Spirit is increased by [ae92d5]{cvar($face_spiritMax:0)}[-]\n• Spirit Regeneration is increased by [ae92d5]{cvar($face_spiritRegen:0.00)}[-]\n• Fire Essence Find is increased by [ae92d5]{cvar(.face_essenceFireHarvest:0)}%[-]\n• Fire Sorcery Damage is increased by [ae92d5]{cvar(.face_sorceryFireDamage:0)}%[-]\n[970000]FIRE ARMOR SET[-]: Wearing [ae92d5]{cvar(.FireArmorSetPieces:0)}[-] of 10 set pieces. Completing this set unleashes its full potential.\n\n[d1d1d1][I]This rune-etched armor binds to its master, growing in power when worn in unison...[/I][-]",,,,,,,,,,,,,,
sorceryArmorFire_Robe,items,Clothes,,,"[970000]Fire[-] Sorcerer Robe",,,,,,,,,,,,,,
sorceryArmorFire_RobeDesc,items,Clothes,,,"[d1d1d1][I]Equipped item values[/I][-]:\n• Maximum Spirit is increased by [ae92d5]{cvar($coat_spiritMax:0)}[-]\n• Spirit Regeneration is increased by [ae92d5]{cvar($coat_spiritRegen:0.00)}[-]\n• Fire Essence Find is increased by [ae92d5]{cvar(.coat_essenceFireHarvest:0)}%[-]\n• Fire Sorcery Damage is increased by [ae92d5]{cvar(.coat_sorceryFireDamage:0)}%[-]\n[970000]FIRE ARMOR SET[-]: Wearing [ae92d5]{cvar(.FireArmorSetPieces:0)}[-] of 10 set pieces. Completing this set unleashes its full potential.\n\n[d1d1d1][I]This rune-etched armor binds to its master, growing in power when worn in unison...[/I][-]",,,,,,,,,,,,,,
sorceryArmorFire_Chest,items,Clothes,,,"[970000]Fire[-] Sorcerer Chest",,,,,,,,,,,,,,
sorceryArmorFire_ChestDesc,items,Clothes,,,"[d1d1d1][I]Equipped item values[/I][-]:\n• Maximum Spirit is increased by [ae92d5]{cvar($chest_spiritMax:0)}[-]\n• Spirit Regeneration is increased by [ae92d5]{cvar($chest_spiritRegen:0.00)}[-]\n• Fire Essence Find is increased by [ae92d5]{cvar(.chest_essenceFireHarvest:0)}%[-]\n• Fire Sorcery Damage is increased by [ae92d5]{cvar(.chest_sorceryFireDamage:0)}%[-]\n[970000]FIRE ARMOR SET[-]: Wearing [ae92d5]{cvar(.FireArmorSetPieces:0)}[-] of 10 set pieces. Completing this set unleashes its full potential.\n\n[d1d1d1][I]This rune-etched armor binds to its master, growing in power when worn in unison...[/I][-]",,,,,,,,,,,,,,
sorceryArmorFire_Shirt,items,Clothes,,,"[970000]Fire[-] Sorcerer Shirt",,,,,,,,,,,,,,
sorceryArmorFire_ShirtDesc,items,Clothes,,,"[d1d1d1][I]Equipped item values[/I][-]:\n• Maximum Spirit is increased by [ae92d5]{cvar($shirt_spiritMax:0)}[-]\n• Spirit Regeneration is increased by [ae92d5]{cvar($shirt_spiritRegen:0.00)}[-]\n• Fire Essence Find is increased by [ae92d5]{cvar(.shirt_essenceFireHarvest:0)}%[-]\n• Fire Sorcery Damage is increased by [ae92d5]{cvar(.shirt_sorceryFireDamage:0)}%[-]\n[970000]FIRE ARMOR SET[-]: Wearing [ae92d5]{cvar(.FireArmorSetPieces:0)}[-] of 10 set pieces. Completing this set unleashes its full potential.\n\n[d1d1d1][I]This rune-etched armor binds to its master, growing in power when worn in unison...[/I][-]",,,,,,,,,,,,,,
sorceryArmorFire_Gloves,items,Clothes,,,"[970000]Fire[-] Sorcerer Gloves",,,,,,,,,,,,,,
sorceryArmorFire_GlovesDesc,items,Clothes,,,"[d1d1d1][I]Equipped item values[/I][-]:\n• Maximum Spirit is increased by [ae92d5]{cvar($gloves_spiritMax:0)}[-]\n• Spirit Regeneration is increased by [ae92d5]{cvar($gloves_spiritRegen:0.00)}[-]\n• Fire Essence Find is increased by [ae92d5]{cvar(.gloves_essenceFireHarvest:0)}%[-]\n• Fire Sorcery Damage is increased by [ae92d5]{cvar(.gloves_sorceryFireDamage:0)}%[-]\n[970000]FIRE ARMOR SET[-]: Wearing [ae92d5]{cvar(.FireArmorSetPieces:0)}[-] of 10 set pieces. Completing this set unleashes its full potential.\n\n[d1d1d1][I]This rune-etched armor binds to its master, growing in power when worn in unison...[/I][-]",,,,,,,,,,,,,,
sorceryArmorFire_Leg,items,Clothes,,,"[970000]Fire[-] Sorcerer Leg",,,,,,,,,,,,,,
sorceryArmorFire_LegDesc,items,Clothes,,,"[d1d1d1][I]Equipped item values[/I][-]:\n• Maximum Spirit is increased by [ae92d5]{cvar($leg_spiritMax:0)}[-]\n• Spirit Regeneration is increased by [ae92d5]{cvar($leg_spiritRegen:0.00)}[-]\n• Fire Essence Find is increased by [ae92d5]{cvar(.leg_essenceFireHarvest:0)}%[-]\n• Fire Sorcery Damage is increased by [ae92d5]{cvar(.leg_sorceryFireDamage:0)}%[-]\n[970000]FIRE ARMOR SET[-]: Wearing [ae92d5]{cvar(.FireArmorSetPieces:0)}[-] of 10 set pieces. Completing this set unleashes its full potential.\n\n[d1d1d1][I]This rune-etched armor binds to its master, growing in power when worn in unison...[/I][-]",,,,,,,,,,,,,,
sorceryArmorFire_Pants,items,Clothes,,,"[970000]Fire[-] Sorcerer Pants",,,,,,,,,,,,,,
sorceryArmorFire_PantsDesc,items,Clothes,,,"[d1d1d1][I]Equipped item values[/I][-]:\n• Maximum Spirit is increased by [ae92d5]{cvar($pants_spiritMax:0)}[-]\n• Spirit Regeneration is increased by [ae92d5]{cvar($pants_spiritRegen:0.00)}[-]\n• Fire Essence Find is increased by [ae92d5]{cvar(.pants_essenceFireHarvest:0)}%[-]\n• Fire Sorcery Damage is increased by [ae92d5]{cvar(.pants_sorceryFireDamage:0)}%[-]\n[970000]FIRE ARMOR SET[-]: Wearing [ae92d5]{cvar(.FireArmorSetPieces:0)}[-] of 10 set pieces. Completing this set unleashes its full potential.\n\n[d1d1d1][I]This rune-etched armor binds to its master, growing in power when worn in unison...[/I][-]",,,,,,,,,,,,,,
sorceryArmorFire_Boots,items,Clothes,,,"[970000]Fire[-] Sorcerer Boots",,,,,,,,,,,,,,
sorceryArmorFire_BootsDesc,items,Clothes,,,"[d1d1d1][I]Equipped item values[/I][-]:\n• Maximum Spirit is increased by [ae92d5]{cvar($boots_spiritMax:0)}[-]\n• Spirit Regeneration is increased by [ae92d5]{cvar($boots_spiritRegen:0.00)}[-]\n• Fire Essence Find is increased by [ae92d5]{cvar(.boots_essenceFireHarvest:0)}%[-]\n• Fire Sorcery Damage is increased by [ae92d5]{cvar(.boots_sorceryFireDamage:0)}%[-]\n[970000]FIRE ARMOR SET[-]: Wearing [ae92d5]{cvar(.FireArmorSetPieces:0)}[-] of 10 set pieces. Completing this set unleashes its full potential.\n\n[d1d1d1][I]This rune-etched armor binds to its master, growing in power when worn in unison...[/I][-]",,,,,,,,,,,,,,
sorceryAccessoryIce_Shades,items,Clothes,,,"[02599c]Ice[-] Sorcerer Shades",,,,,,,,,,,,,,
sorceryAccessoryIce_ShadesDesc,items,Clothes,,,"[d1d1d1][I]Equipped item values[/I][-]:\n• Maximum Spirit is increased by [ae92d5]{cvar($eyes_spiritMax:0)}[-]\n• Spirit Regeneration is increased by [ae92d5]{cvar($eyes_spiritRegen:0.00)}[-]\n• Ice Essence Find is increased by [ae92d5]{cvar(.eyes_essenceIceHarvest:0)}%[-]\n• Ice Sorcery Damage is increased by [ae92d5]{cvar(.eyes_sorceryIceDamage:0)}%[-]\n[02599c]ICE ARMOR SET[-]: Wearing [ae92d5]{cvar(.IceArmorSetPieces:0)}[-] of 10 set pieces. Completing this set unleashes its full potential.\n\n[d1d1d1][I]This rune-etched armor binds to its master, growing in power when worn in unison...[/I][-]",,,,,,,,,,,,,,
sorceryArmorIce_Hood,items,Clothes,,,"[02599c]Ice[-] Sorcerer Hood",,,,,,,,,,,,,,
sorceryArmorIce_HoodDesc,items,Clothes,,,"[d1d1d1][I]Equipped item values[/I][-]:\n• Maximum Spirit is increased by [ae92d5]{cvar($head_spiritMax:0)}[-]\n• Spirit Regeneration is increased by [ae92d5]{cvar($head_spiritRegen:0.00)}[-]\n• Ice Essence Find is increased by [ae92d5]{cvar(.head_essenceIceHarvest:0)}%[-]\n• Ice Sorcery Damage is increased by [ae92d5]{cvar(.head_sorceryIceDamage:0)}%[-]\n[02599c]ICE ARMOR SET[-]: Wearing [ae92d5]{cvar(.IceArmorSetPieces:0)}[-] of 10 set pieces. Completing this set unleashes its full potential.\n\n[d1d1d1][I]This rune-etched armor binds to its master, growing in power when worn in unison...[/I][-]",,,,,,,,,,,,,,
sorceryArmorIce_Bandana,items,Clothes,,,"[02599c]Ice[-] Sorcerer Bandana",,,,,,,,,,,,,,
sorceryArmorIce_BandanaDesc,items,Clothes,,,"[d1d1d1][I]Equipped item values[/I][-]:\n• Maximum Spirit is increased by [ae92d5]{cvar($face_spiritMax:0)}[-]\n• Spirit Regeneration is increased by [ae92d5]{cvar($face_spiritRegen:0.00)}[-]\n• Ice Essence Find is increased by [ae92d5]{cvar(.face_essenceIceHarvest:0)}%[-]\n• Ice Sorcery Damage is increased by [ae92d5]{cvar(.face_sorceryIceDamage:0)}%[-]\n[02599c]ICE ARMOR SET[-]: Wearing [ae92d5]{cvar(.IceArmorSetPieces:0)}[-] of 10 set pieces. Completing this set unleashes its full potential.\n\n[d1d1d1][I]This rune-etched armor binds to its master, growing in power when worn in unison...[/I][-]",,,,,,,,,,,,,,
sorceryArmorIce_Robe,items,Clothes,,,"[02599c]Ice[-] Sorcerer Robe",,,,,,,,,,,,,,
sorceryArmorIce_RobeDesc,items,Clothes,,,"[d1d1d1][I]Equipped item values[/I][-]:\n• Maximum Spirit is increased by [ae92d5]{cvar($coat_spiritMax:0)}[-]\n• Spirit Regeneration is increased by [ae92d5]{cvar($coat_spiritRegen:0.00)}[-]\n• Ice Essence Find is increased by [ae92d5]{cvar(.coat_essenceIceHarvest:0)}%[-]\n• Ice Sorcery Damage is increased by [ae92d5]{cvar(.coat_sorceryIceDamage:0)}%[-]\n[02599c]ICE ARMOR SET[-]: Wearing [ae92d5]{cvar(.IceArmorSetPieces:0)}[-] of 10 set pieces. Completing this set unleashes its full potential.\n\n[d1d1d1][I]This rune-etched armor binds to its master, growing in power when worn in unison...[/I][-]",,,,,,,,,,,,,,
sorceryArmorIce_Chest,items,Clothes,,,"[02599c]Ice[-] Sorcerer Chest",,,,,,,,,,,,,,
sorceryArmorIce_ChestDesc,items,Clothes,,,"[d1d1d1][I]Equipped item values[/I][-]:\n• Maximum Spirit is increased by [ae92d5]{cvar($chest_spiritMax:0)}[-]\n• Spirit Regeneration is increased by [ae92d5]{cvar($chest_spiritRegen:0.00)}[-]\n• Ice Essence Find is increased by [ae92d5]{cvar(.chest_essenceIceHarvest:0)}%[-]\n• Ice Sorcery Damage is increased by [ae92d5]{cvar(.chest_sorceryIceDamage:0)}%[-]\n[02599c]ICE ARMOR SET[-]: Wearing [ae92d5]{cvar(.IceArmorSetPieces:0)}[-] of 10 set pieces. Completing this set unleashes its full potential.\n\n[d1d1d1][I]This rune-etched armor binds to its master, growing in power when worn in unison...[/I][-]",,,,,,,,,,,,,,
sorceryArmorIce_Shirt,items,Clothes,,,"[02599c]Ice[-] Sorcerer Shirt",,,,,,,,,,,,,,
sorceryArmorIce_ShirtDesc,items,Clothes,,,"[d1d1d1][I]Equipped item values[/I][-]:\n• Maximum Spirit is increased by [ae92d5]{cvar($shirt_spiritMax:0)}[-]\n• Spirit Regeneration is increased by [ae92d5]{cvar($shirt_spiritRegen:0.00)}[-]\n• Ice Essence Find is increased by [ae92d5]{cvar(.shirt_essenceIceHarvest:0)}%[-]\n• Ice Sorcery Damage is increased by [ae92d5]{cvar(.shirt_sorceryIceDamage:0)}%[-]\n[02599c]ICE ARMOR SET[-]: Wearing [ae92d5]{cvar(.IceArmorSetPieces:0)}[-] of 10 set pieces. Completing this set unleashes its full potential.\n\n[d1d1d1][I]This rune-etched armor binds to its master, growing in power when worn in unison...[/I][-]",,,,,,,,,,,,,,
sorceryArmorIce_Gloves,items,Clothes,,,"[02599c]Ice[-] Sorcerer Gloves",,,,,,,,,,,,,,
sorceryArmorIce_GlovesDesc,items,Clothes,,,"[d1d1d1][I]Equipped item values[/I][-]:\n• Maximum Spirit is increased by [ae92d5]{cvar($gloves_spiritMax:0)}[-]\n• Spirit Regeneration is increased by [ae92d5]{cvar($gloves_spiritRegen:0.00)}[-]\n• Ice Essence Find is increased by [ae92d5]{cvar(.gloves_essenceIceHarvest:0)}%[-]\n• Ice Sorcery Damage is increased by [ae92d5]{cvar(.gloves_sorceryIceDamage:0)}%[-]\n[02599c]ICE ARMOR SET[-]: Wearing [ae92d5]{cvar(.IceArmorSetPieces:0)}[-] of 10 set pieces. Completing this set unleashes its full potential.\n\n[d1d1d1][I]This rune-etched armor binds to its master, growing in power when worn in unison...[/I][-]",,,,,,,,,,,,,,
sorceryArmorIce_Leg,items,Clothes,,,"[02599c]Ice[-] Sorcerer Leg",,,,,,,,,,,,,,
sorceryArmorIce_LegDesc,items,Clothes,,,"[d1d1d1][I]Equipped item values[/I][-]:\n• Maximum Spirit is increased by [ae92d5]{cvar($leg_spiritMax:0)}[-]\n• Spirit Regeneration is increased by [ae92d5]{cvar($leg_spiritRegen:0.00)}[-]\n• Ice Essence Find is increased by [ae92d5]{cvar(.leg_essenceIceHarvest:0)}%[-]\n• Ice Sorcery Damage is increased by [ae92d5]{cvar(.leg_sorceryIceDamage:0)}%[-]\n[02599c]ICE ARMOR SET[-]: Wearing [ae92d5]{cvar(.IceArmorSetPieces:0)}[-] of 10 set pieces. Completing this set unleashes its full potential.\n\n[d1d1d1][I]This rune-etched armor binds to its master, growing in power when worn in unison...[/I][-]",,,,,,,,,,,,,,
sorceryArmorIce_Pants,items,Clothes,,,"[02599c]Ice[-] Sorcerer Pants",,,,,,,,,,,,,,
sorceryArmorIce_PantsDesc,items,Clothes,,,"[d1d1d1][I]Equipped item values[/I][-]:\n• Maximum Spirit is increased by [ae92d5]{cvar($pants_spiritMax:0)}[-]\n• Spirit Regeneration is increased by [ae92d5]{cvar($pants_spiritRegen:0.00)}[-]\n• Ice Essence Find is increased by [ae92d5]{cvar(.pants_essenceIceHarvest:0)}%[-]\n• Ice Sorcery Damage is increased by [ae92d5]{cvar(.pants_sorceryIceDamage:0)}%[-]\n[02599c]ICE ARMOR SET[-]: Wearing [ae92d5]{cvar(.IceArmorSetPieces:0)}[-] of 10 set pieces. Completing this set unleashes its full potential.\n\n[d1d1d1][I]This rune-etched armor binds to its master, growing in power when worn in unison...[/I][-]",,,,,,,,,,,,,,
sorceryArmorIce_Boots,items,Clothes,,,"[02599c]Ice[-] Sorcerer Boots",,,,,,,,,,,,,,
sorceryArmorIce_BootsDesc,items,Clothes,,,"[d1d1d1][I]Equipped item values[/I][-]:\n• Maximum Spirit is increased by [ae92d5]{cvar($boots_spiritMax:0)}[-]\n• Spirit Regeneration is increased by [ae92d5]{cvar($boots_spiritRegen:0.00)}[-]\n• Ice Essence Find is increased by [ae92d5]{cvar(.boots_essenceIceHarvest:0)}%[-]\n• Ice Sorcery Damage is increased by [ae92d5]{cvar(.boots_sorceryIceDamage:0)}%[-]\n[02599c]ICE ARMOR SET[-]: Wearing [ae92d5]{cvar(.IceArmorSetPieces:0)}[-] of 10 set pieces. Completing this set unleashes its full potential.\n\n[d1d1d1][I]This rune-etched armor binds to its master, growing in power when worn in unison...[/I][-]",,,,,,,,,,,,,,
sorceryAccessoryLightning_Shades,items,Clothes,,,"[5c009d]Lightning[-] Sorcerer Shades",,,,,,,,,,,,,,
sorceryAccessoryLightning_ShadesDesc,items,Clothes,,,"[d1d1d1][I]Equipped item values[/I][-]:\n• Maximum Spirit is increased by [ae92d5]{cvar($eyes_spiritMax:0)}[-]\n• Spirit Regeneration is increased by [ae92d5]{cvar($eyes_spiritRegen:0.00)}[-]\n• Lightning Essence Find is increased by [ae92d5]{cvar(.eyes_essenceLightningHarvest:0)}%[-]\n• Lightning Sorcery Damage is increased by [ae92d5]{cvar(.eyes_sorceryLightningDamage:0)}%[-]\n[5c009d]LIGHTNING ARMOR SET[-]: Wearing [ae92d5]{cvar(.LightningArmorSetPieces:0)}[-] of 10 set pieces. Completing this set unleashes its full potential.\n\n[d1d1d1][I]This rune-etched armor binds to its master, growing in power when worn in unison...[/I][-]",,,,,,,,,,,,,,
sorceryArmorLightning_Hood,items,Clothes,,,"[5c009d]Lightning[-] Sorcerer Hood",,,,,,,,,,,,,,
sorceryArmorLightning_HoodDesc,items,Clothes,,,"[d1d1d1][I]Equipped item values[/I][-]:\n• Maximum Spirit is increased by [ae92d5]{cvar($head_spiritMax:0)}[-]\n• Spirit Regeneration is increased by [ae92d5]{cvar($head_spiritRegen:0.00)}[-]\n• Lightning Essence Find is increased by [ae92d5]{cvar(.head_essenceLightningHarvest:0)}%[-]\n• Lightning Sorcery Damage is increased by [ae92d5]{cvar(.head_sorceryLightningDamage:0)}%[-]\n[5c009d]LIGHTNING ARMOR SET[-]: Wearing [ae92d5]{cvar(.LightningArmorSetPieces:0)}[-] of 10 set pieces. Completing this set unleashes its full potential.\n\n[d1d1d1][I]This rune-etched armor binds to its master, growing in power when worn in unison...[/I][-]",,,,,,,,,,,,,,
sorceryArmorLightning_Bandana,items,Clothes,,,"[5c009d]Lightning[-] Sorcerer Bandana",,,,,,,,,,,,,,
sorceryArmorLightning_BandanaDesc,items,Clothes,,,"[d1d1d1][I]Equipped item values[/I][-]:\n• Maximum Spirit is increased by [ae92d5]{cvar($face_spiritMax:0)}[-]\n• Spirit Regeneration is increased by [ae92d5]{cvar($face_spiritRegen:0.00)}[-]\n• Lightning Essence Find is increased by [ae92d5]{cvar(.face_essenceLightningHarvest:0)}%[-]\n• Lightning Sorcery Damage is increased by [ae92d5]{cvar(.face_sorceryLightningDamage:0)}%[-]\n[5c009d]LIGHTNING ARMOR SET[-]: Wearing [ae92d5]{cvar(.LightningArmorSetPieces:0)}[-] of 10 set pieces. Completing this set unleashes its full potential.\n\n[d1d1d1][I]This rune-etched armor binds to its master, growing in power when worn in unison...[/I][-]",,,,,,,,,,,,,,
sorceryArmorLightning_Robe,items,Clothes,,,"[5c009d]Lightning[-] Sorcerer Robe",,,,,,,,,,,,,,
sorceryArmorLightning_RobeDesc,items,Clothes,,,"[d1d1d1][I]Equipped item values[/I][-]:\n• Maximum Spirit is increased by [ae92d5]{cvar($coat_spiritMax:0)}[-]\n• Spirit Regeneration is increased by [ae92d5]{cvar($coat_spiritRegen:0.00)}[-]\n• Lightning Essence Find is increased by [ae92d5]{cvar(.coat_essenceLightningHarvest:0)}%[-]\n• Lightning Sorcery Damage is increased by [ae92d5]{cvar(.coat_sorceryLightningDamage:0)}%[-]\n[5c009d]LIGHTNING ARMOR SET[-]: Wearing [ae92d5]{cvar(.LightningArmorSetPieces:0)}[-] of 10 set pieces. Completing this set unleashes its full potential.\n\n[d1d1d1][I]This rune-etched armor binds to its master, growing in power when worn in unison...[/I][-]",,,,,,,,,,,,,,
sorceryArmorLightning_Chest,items,Clothes,,,"[5c009d]Lightning[-] Sorcerer Chest",,,,,,,,,,,,,,
sorceryArmorLightning_ChestDesc,items,Clothes,,,"[d1d1d1][I]Equipped item values[/I][-]:\n• Maximum Spirit is increased by [ae92d5]{cvar($chest_spiritMax:0)}[-]\n• Spirit Regeneration is increased by [ae92d5]{cvar($chest_spiritRegen:0.00)}[-]\n• Lightning Essence Find is increased by [ae92d5]{cvar(.chest_essenceLightningHarvest:0)}%[-]\n• Lightning Sorcery Damage is increased by [ae92d5]{cvar(.chest_sorceryLightningDamage:0)}%[-]\n[5c009d]LIGHTNING ARMOR SET[-]: Wearing [ae92d5]{cvar(.LightningArmorSetPieces:0)}[-] of 10 set pieces. Completing this set unleashes its full potential.\n\n[d1d1d1][I]This rune-etched armor binds to its master, growing in power when worn in unison...[/I][-]",,,,,,,,,,,,,,
sorceryArmorLightning_Shirt,items,Clothes,,,"[5c009d]Lightning[-] Sorcerer Shirt",,,,,,,,,,,,,,
sorceryArmorLightning_ShirtDesc,items,Clothes,,,"[d1d1d1][I]Equipped item values[/I][-]:\n• Maximum Spirit is increased by [ae92d5]{cvar($shirt_spiritMax:0)}[-]\n• Spirit Regeneration is increased by [ae92d5]{cvar($shirt_spiritRegen:0.00)}[-]\n• Lightning Essence Find is increased by [ae92d5]{cvar(.shirt_essenceLightningHarvest:0)}%[-]\n• Lightning Sorcery Damage is increased by [ae92d5]{cvar(.shirt_sorceryLightningDamage:0)}%[-]\n[5c009d]LIGHTNING ARMOR SET[-]: Wearing [ae92d5]{cvar(.LightningArmorSetPieces:0)}[-] of 10 set pieces. Completing this set unleashes its full potential.\n\n[d1d1d1][I]This rune-etched armor binds to its master, growing in power when worn in unison...[/I][-]",,,,,,,,,,,,,,
sorceryArmorLightning_Gloves,items,Clothes,,,"[5c009d]Lightning[-] Sorcerer Gloves",,,,,,,,,,,,,,
